m/z_ion_center,CCS (Å^2),Peak Intensity
845.6373,298.19,246599
846.5867,298.27,153662
846.5968,298.48,310265
846.6069,298.7,423651
846.617,298.86,428298
848.5274,293.95,1075
848.5375,295.38,1136
857.6234,299.49,4257
857.6336,299.45,4274
858.6303,299.98,3207
858.6405,301.0,2999
858.6507,304.94,8260
863.49,293.91,573
863.5002,293.64,712
885.461,293.3,334
885.4713,293.41,1059
885.4816,293.27,803
325.1818,299.93,24
572.9923,294.74,39
589.0347,294.5,33
803.6366,293.33,149
804.6506,292.76,23
809.5528,294.04,171
809.5627,293.49,91
809.5923,292.82,77
816.6215,294.19,48
817.6139,298.11,6121
817.6338,298.77,22454
818.6765,297.65,1344
819.5311,291.86,57
821.5301,295.45,3472
821.6395,297.2,1720
822.6251,296.69,1408
824.568,296.24,5335
824.578,296.15,3941
828.5707,297.58,1327
828.5907,297.05,7218
828.6007,297.09,8013
828.6107,297.14,6363
829.6004,297.94,4095
829.6104,297.82,3611
830.6308,297.06,13605
830.6408,297.26,8183
831.6217,297.13,9383
831.6317,298.82,8298
831.6417,300.6,13601
832.513,292.59,21
832.6332,297.31,8166
832.6432,299.39,6539
833.5752,296.39,2575
833.6253,297.22,5706
833.6354,297.8,3023
834.598,296.6,2382
834.608,296.77,2482
834.618,297.41,1536
835.5712,297.8,3498
844.6482,298.37,316855
844.6583,298.58,220900
844.6684,298.64,157330
845.5667,297.73,28785
845.6474,298.62,165584
845.6575,300.14,112307
846.5766,298.24,70167
846.6271,298.92,356601
846.6372,298.98,261425
846.6473,299.11,180597
847.4961,298.33,769
847.5668,299.33,67030
847.5972,298.98,121213
847.6073,299.03,173712
847.6174,299.13,187440
847.6275,299.22,159210
847.6376,299.3,116894
848.5172,299.26,219
848.5476,299.45,3719
857.6133,300.4,3964
857.6743,305.35,37055
858.6202,300.79,4228
858.6608,305.34,17197
858.671,305.4,19816
863.4798,294.55,270
863.5104,293.9,72
864.4901,292.69,186
885.492,292.68,311
72.9927,339.55,24
143.9882,324.03,35
528.953,297.28,168
755.579,294.61,229
770.5691,297.77,4346
814.5789,293.63,32
817.6238,298.62,16877
817.6437,298.84,18825
817.6536,298.85,12989
818.6864,297.51,157
818.6964,294.0,45
819.6802,295.82,22
820.6645,294.81,366
820.6745,295.45,73
822.5255,295.57,1627
822.635,297.42,329
823.6112,296.86,1309
824.588,296.16,2403
824.5979,296.3,1216
825.5553,296.27,172
825.5653,296.29,799
825.5753,296.25,477
826.5831,295.21,199
828.6207,297.13,3859
829.5904,297.91,2735
830.6508,297.36,4330
832.6533,300.72,7680
833.6454,299.45,1533
834.5879,296.59,1384
834.6281,298.11,869
834.6381,298.91,448
835.6113,298.07,1055
842.5305,294.69,155
842.5809,296.46,2519
842.591,296.82,2293
842.6011,296.69,1141
844.5473,298.02,11160
844.5574,297.87,23116
844.6785,298.59,115524
844.6886,298.47,86984
844.6986,298.33,68433
844.7087,298.23,55767
844.7188,298.19,47099
845.6676,301.24,77334
845.6777,301.51,62660
845.6878,301.32,42323
845.6979,300.65,31188
846.5564,298.36,20157
846.5664,298.37,40154
846.6574,299.47,120929
846.6675,300.14,81067
847.5062,298.58,874
847.5769,299.27,78013
847.587,299.08,85004
847.6477,299.38,79907
848.5779,299.52,33036
848.588,299.47,32105
848.5981,299.26,34399
848.6083,299.21,43845
848.6184,299.29,46768
848.6285,299.43,39513
849.5289,293.92,199
849.5795,300.65,55578
849.5896,300.72,63826
851.4932,293.37,30
851.5033,293.37,42
859.6276,301.56,1179
859.6378,298.94,787
859.648,300.1,847
859.6683,305.45,5335
864.5003,293.99,195
59.011,352.3,99
118.9642,323.25,163
119.9432,318.82,34
141.0083,318.46,1084
328.9679,303.04,175
572.959,296.52,74
572.9673,297.39,31
770.5498,297.49,2957
770.5595,297.73,4806
770.5788,297.74,2170
770.5884,297.99,956
810.6695,297.76,1013
817.6636,298.9,7183
819.6702,299.37,318
820.5153,295.35,410
821.6495,300.36,398
823.5315,295.8,454
824.6079,296.42,346
825.5852,295.29,447
826.5931,295.09,68
827.5716,298.1,3727
827.5816,298.45,5556
827.5916,298.36,4709
827.6016,298.39,2762
828.6307,297.16,1588
829.6204,298.36,2589
829.6304,298.84,2179
830.6608,297.36,1909
831.6517,301.23,15111
833.5652,296.4,124
835.5812,297.96,3197
835.5912,297.87,2489
835.6013,298.14,1674
836.5751,297.57,1393
836.5851,297.92,990
841.6439,294.72,85
842.5205,295.17,28
842.5406,295.02,44
842.5708,296.56,1691
843.5689,296.91,151
843.579,296.93,779
843.589,297.32,782
843.5991,297.34,604
844.5271,298.03,5744
844.5372,298.0,7715
844.7289,298.17,38979
844.739,298.11,31245
844.7491,298.13,23409
844.7592,298.09,15580
844.7693,298.09,13257
844.7794,298.1,11316
844.7996,298.08,7540
845.5364,297.98,4864
845.5465,298.02,6584
845.5566,297.94,10291
845.708,299.75,24622
845.7181,298.83,20372
845.7282,298.39,16852
845.7383,298.29,14155
845.7484,298.25,11130
845.7585,298.2,8141
846.5462,298.46,8610
846.6776,300.5,54996
846.6877,300.47,38577
846.6978,300.09,27623
847.5466,299.2,11715
847.5567,299.29,36889
847.6578,299.57,50969
847.6679,299.9,32438
848.5577,299.47,14127
848.5678,299.5,26925
848.6386,299.64,28245
848.6487,299.84,18388
848.6588,300.21,10526
849.539,300.72,555
849.5694,300.44,29449
849.5997,300.67,55778
849.6098,300.59,43831
849.62,300.51,31965
849.6301,300.57,21533
850.5816,300.68,20677
857.6844,305.35,26293
857.6946,305.34,15830
858.61,300.94,4955
858.6812,305.42,15388
859.6582,305.26,3346
864.5105,294.18,47
885.5436,296.79,259
72.9898,341.59,27
119.947,322.52,33
146.9571,316.86,23
764.5669,295.67,23
771.5525,297.38,403
771.5621,297.47,1093
771.5718,297.77,763
772.5751,299.05,577
810.6596,297.06,340
810.6794,298.03,749
810.6893,298.43,313
817.6735,299.09,3096
821.5201,295.74,66
822.645,296.62,46
823.6212,297.47,327
825.5952,295.41,101
826.5732,296.68,182
827.5616,297.27,474
828.5607,297.66,253
828.6407,297.13,368
829.5804,298.25,788
830.6708,306.77,447
831.6617,301.29,11465
832.6633,300.97,5845
834.5779,296.11,265
834.6481,295.18,26
835.6214,298.21,499
836.565,297.52,1101
836.5952,297.85,763
840.5867,295.42,72
840.5967,296.43,70
841.654,295.16,55
842.5608,296.34,257
842.6112,297.57,651
844.4767,298.0,1530
844.4968,297.88,2236
844.5069,297.93,2652
844.517,297.9,3782
844.7895,298.12,8815
844.8096,298.0,6343
844.8197,298.1,5239
844.8298,298.16,4729
844.8399,298.22,4369
844.85,298.1,3753
844.8601,298.12,3595
844.8702,298.17,3437
844.8803,298.05,3210
844.8904,298.0,2948
844.9005,298.06,2690
844.9307,298.03,2599
844.9812,298.14,1787
845.0317,298.27,1589
845.2436,298.32,1088
845.4455,298.21,1230
845.4556,297.9,1650
845.4657,297.97,1913
845.4758,297.87,2152
845.4859,298.1,2451
845.496,297.97,2740
845.5061,298.08,2792
845.5162,298.18,3041
845.5263,298.06,3628
845.7686,298.14,6871
845.7787,298.04,6245
845.7888,298.06,5197
845.7989,298.2,4623
845.809,298.18,4217
845.8191,298.14,4010
845.8292,298.1,3602
845.8393,298.12,3228
845.8494,298.08,2957
845.8595,298.03,2890
845.8696,298.05,2793
845.8797,298.18,2707
845.8898,298.16,2851
845.9201,298.0,2363
845.9605,298.3,1814
846.1624,298.03,1059
846.5362,298.47,3788
846.7079,299.6,20620
846.718,299.18,16584
846.7281,299.0,12880
846.7382,298.89,10820
846.7483,298.9,8618
846.7584,298.88,6905
847.5365,299.14,3069
847.678,300.17,20815
847.6881,300.11,13821
847.6982,299.83,9865
848.6689,300.58,6154
849.5592,300.12,9499
849.6402,300.74,13593
849.6503,300.95,8259
850.5715,300.57,9582
850.5918,300.75,26152
850.6019,300.82,22512
850.612,300.89,16299
852.5877,300.07,6510
852.5979,300.04,10996
852.608,300.15,10745
854.6063,300.21,15200
854.6165,300.26,20726
854.6266,300.33,17942
857.6031,300.64,4173
858.6914,305.37,9986
859.6785,305.56,4989
870.5951,302.16,125900
870.6054,302.23,248454
870.6156,302.26,290494
870.6259,302.28,258064
871.6199,302.31,151904
871.6506,302.81,67739
871.6609,305.4,50973
877.5032,297.38,343
885.5333,296.63,227
885.5539,296.71,215
1200.9988,293.76,22
61.9839,350.95,31
146.9614,318.28,23
146.9656,318.28,0
375.9973,302.37,64
376.004,302.37,23
770.5402,297.22,193
771.5814,298.56,163
772.5847,299.19,289
810.6991,297.88,22
811.6682,297.63,129
811.6781,297.75,270
811.688,298.0,134
827.6116,298.61,1044
829.6404,299.57,1338
831.6717,301.45,7547
832.6733,301.33,3236
833.6554,300.97,1213
835.5511,297.73,754
836.555,297.2,212
836.6052,297.66,265
840.6068,297.65,152
840.6169,296.71,44
842.6212,298.81,233
844.4464,298.84,345
844.4565,298.44,1142
844.9106,297.97,2518
844.9207,298.06,2553
844.9408,298.17,2276
844.9509,298.05,2075
844.961,297.98,1943
844.9711,297.88,1778
844.9913,298.02,1719
845.0014,298.16,1740
845.0115,298.21,1910
845.0216,298.23,1755
845.0418,298.03,1647
845.0519,298.19,1503
845.062,298.05,1385
845.072,298.1,1146
845.0821,297.99,1323
845.0922,298.14,1529
845.1023,298.07,1613
845.1124,298.12,1206
845.1225,298.11,1310
845.1326,298.03,1476
845.1427,298.01,961
845.1528,298.12,1231
845.1629,298.29,1446
845.173,298.12,1457
845.1831,298.11,1393
845.1932,298.21,1251
845.2033,298.05,1060
845.2133,298.04,1221
845.2234,298.01,1132
845.2335,298.25,797
845.2537,298.16,1360
845.2638,297.93,1017
845.2739,297.83,792
845.284,297.87,832
845.2941,298.03,1088
845.3042,297.93,934
845.3143,298.05,920
845.3244,298.01,996
845.3345,298.15,589
845.3446,298.2,909
845.3547,298.21,743
845.3648,297.97,1030
845.3749,298.13,846
845.395,297.98,840
845.4152,298.43,712
845.4354,298.09,1086
845.8999,298.22,2710
845.91,298.11,2545
845.9302,298.06,2477
845.9403,297.98,2039
845.9504,298.04,2011
845.9706,298.17,1781
845.9806,298.06,1939
845.9908,298.16,1743
846.0008,298.04,1782
846.0109,298.11,1751
846.021,298.14,1735
846.0311,298.08,1903
846.0412,297.94,1755
846.0513,297.87,1628
846.0614,297.9,1628
846.0715,297.97,1469
846.0816,297.88,1462
846.0917,297.94,1263
846.1018,297.82,1161
846.1119,297.98,1137
846.122,298.07,998
846.1321,298.19,1297
846.1422,297.91,1222
846.1523,297.92,922
846.1725,298.07,938
846.1826,298.02,906
846.1927,298.14,947
846.2028,297.84,852
846.2129,298.12,961
846.223,298.15,913
846.2432,298.28,831
846.2735,297.79,437
846.2836,297.72,530
846.324,298.1,710
846.3442,298.37,470
846.3543,298.31,505
846.4048,297.95,499
846.4149,298.01,463
846.4452,298.16,627
846.4553,298.17,547
846.4654,298.26,993
846.4755,298.51,1255
846.4856,298.44,1399
846.4957,298.58,1700
846.5058,298.52,1952
846.5159,298.31,2052
846.526,298.53,2742
846.7685,298.85,5309
846.7786,298.88,4381
846.7887,298.7,3740
846.7988,298.71,3145
846.8089,298.65,2883
846.819,298.61,2590
846.8291,298.73,2266
846.8392,298.57,2185
846.8493,298.41,2169
846.8594,298.5,1826
846.8695,298.47,1496
846.8796,298.49,1840
846.9201,298.61,1242
847.0615,298.43,584
847.5264,299.02,1586
847.7083,299.43,7063
847.7185,299.26,5438
847.7286,299.15,4324
847.7387,299.05,3714
847.7488,299.12,3272
848.6791,300.44,3517
849.5491,300.21,1886
849.6604,300.85,4957
850.6221,300.86,11019
850.6323,300.83,6502
851.5742,300.61,2275
851.5844,300.62,4815
851.5945,300.73,6199
851.6047,300.97,5404
852.6181,300.23,8034
853.6119,300.57,5780
854.5962,300.2,6633
854.6368,300.3,12567
855.6114,300.26,8109
855.6216,300.19,9930
855.6317,300.46,8224
856.5765,300.13,1665
856.5866,300.01,3786
856.5968,299.85,5122
856.607,300.04,5591
856.6171,300.35,6396
856.6273,300.73,7246
857.7048,305.34,7870
859.6174,301.39,1587
860.6662,305.9,955
870.6361,302.32,200181
870.6464,302.57,144727
871.5994,302.26,68705
871.6096,302.3,131546
871.6301,302.33,129564
871.6404,302.4,97152
871.6711,307.13,97253
872.6144,302.69,44481
872.6657,306.63,27735
877.5134,296.28,315
877.5237,297.39,194
878.5113,296.68,62
885.5643,297.38,68
886.4737,295.83,21
886.484,295.83,21
886.5461,297.05,59
428.953,301.52,28
428.9674,301.52,65
725.4979,297.72,34
726.4989,298.21,92
726.5082,297.73,51
726.5176,297.71,25
770.598,298.76,46
772.5654,299.11,389
817.6834,298.86,1134
824.6179,297.75,49
827.6216,298.62,174
829.5704,296.95,30
831.6817,301.51,3593
833.6654,301.79,822
835.5411,296.99,47
837.5796,298.09,50
840.5665,296.96,21
840.5766,296.96,21
843.6092,302.41,797
843.6193,302.56,4900
843.6294,302.73,24628
843.6395,302.88,65089
843.6495,302.93,92356
843.6596,302.94,82457
843.6697,302.94,61186
843.6798,302.95,38835
844.4363,296.97,53
845.3849,298.12,920
845.4051,298.09,715
845.4253,297.94,1091
846.2331,298.03,864
846.2533,297.99,884
846.2634,297.89,768
846.2937,297.92,501
846.3038,298.12,654
846.3139,298.31,734
846.3341,298.47,493
846.3644,298.23,453
846.3745,298.12,743
846.3846,297.73,550
846.3947,298.04,574
846.425,297.79,517
846.4351,298.29,532
846.8897,298.59,1672
846.8999,298.29,1710
846.91,298.33,1367
846.9302,298.86,908
846.9403,298.7,846
846.9504,298.73,938
846.9605,298.71,964
846.9706,298.85,1003
846.9807,298.6,1041
846.9908,298.57,964
847.0009,298.64,949
847.011,298.63,748
847.0211,298.7,767
847.0312,298.87,779
847.0413,298.53,658
847.0514,298.37,750
847.0716,298.47,680
847.0817,298.28,393
847.0918,298.59,313
847.1222,298.49,388
847.1322,298.79,310
847.1525,298.58,602
847.1828,298.3,345
847.2535,298.18,224
847.3243,298.43,132
847.395,297.98,94
847.4253,299.07,164
847.4455,299.25,282
847.4556,298.41,279
847.4759,299.17,424
847.486,298.73,610
847.5163,299.06,803
847.7589,299.0,2491
847.769,299.09,1928
847.7791,299.19,1295
847.7892,299.03,1358
847.7993,298.91,1055
847.8094,299.0,828
847.8196,299.03,802
847.8701,298.64,255
847.9206,298.91,362
847.951,298.93,501
848.6892,299.97,1919
848.6993,299.25,1216
848.7094,299.25,1059
849.6706,300.66,2978
850.5614,300.46,2445
850.6424,301.01,3628
850.6525,301.03,1970
851.6148,301.01,3564
851.6249,300.91,1970
852.5776,299.75,1460
852.6283,300.26,4520
852.6384,300.19,1956
853.5916,300.87,4110
853.6018,300.6,6285
853.6221,300.59,3829
854.586,300.51,1531
854.6469,300.35,7313
854.6571,300.31,3682
855.6013,300.31,3903
855.6419,301.12,5202
855.6521,302.0,3209
856.6375,301.2,6260
856.6476,301.51,4583
857.5828,301.25,3039
857.5929,300.91,4223
858.5998,301.02,4030
866.5738,298.71,206
867.586,296.81,48
868.5884,300.98,10362
868.5987,300.98,12925
870.5849,302.09,34012
870.6566,303.47,103440
870.6668,304.52,81353
870.6771,304.95,65816
871.5891,302.18,19343
871.6814,307.46,113847
871.6916,307.53,94669
872.6042,302.58,23813
872.6247,302.9,52664
872.6349,303.16,44994
872.6452,303.44,32946
872.6555,304.45,22749
873.589,303.76,64920
877.4929,296.67,147
877.5957,302.04,2692
885.5229,296.72,45
121.9401,324.91,29
248.972,309.5,16203
248.9775,309.5,1559
248.983,309.5,1926
248.9884,309.5,161
301.9466,306.29,39
772.5944,299.33,219
773.579,298.61,39
817.6933,298.0,23
829.6504,300.36,393
835.6314,303.18,138
836.6152,298.68,70
842.6313,297.83,22
843.6899,302.93,21699
847.1019,298.55,341
847.112,298.61,349
847.1424,298.81,373
847.1626,298.55,346
847.1727,298.88,426
847.1929,298.06,250
847.203,298.5,169
847.2131,299.27,264
847.2232,298.79,210
847.2333,298.23,25
847.2434,299.1,91
847.2636,298.25,126
847.2737,298.35,169
847.2838,298.07,147
847.2939,298.7,115
847.304,298.17,156
847.3142,298.41,88
847.3445,298.4,167
847.3546,298.25,51
847.3849,299.04,160
847.4152,298.96,93
847.4354,299.29,302
847.4658,299.21,568
847.8297,299.27,623
847.8398,299.26,683
847.8499,298.86,643
847.86,298.71,342
847.8802,298.98,421
847.8903,298.82,302
847.9004,298.93,491
847.9105,299.03,380
847.9308,298.66,374
847.9409,299.19,448
847.9611,299.25,251
847.9712,300.0,231
847.9813,299.29,383
847.9914,299.33,371
848.0015,299.12,181
848.0116,298.51,194
848.0319,298.89,279
848.042,299.31,132
848.0622,299.68,131
848.0925,299.4,133
848.1026,299.0,133
848.1127,299.12,126
848.1229,298.98,70
848.133,299.89,125
848.1431,299.02,92
848.1532,302.88,102
848.1734,299.39,66
848.4869,298.96,60
848.7195,299.45,624
848.7296,299.36,471
848.7397,299.2,398
848.7499,298.68,240
849.5188,299.63,115
849.6807,300.54,1937
849.6908,300.54,1295
849.711,300.33,702
850.5513,301.05,451
850.6626,301.02,1086
851.635,301.11,995
853.6322,300.7,1768
854.6672,300.17,1523
856.546,299.58,247
856.5562,300.16,525
856.5663,300.44,847
856.6578,301.97,2747
857.5624,300.84,243
857.5726,301.0,1350
858.5795,301.72,557
858.5896,301.14,1813
860.6459,306.39,1542
860.6561,306.16,1393
863.6022,298.25,32
866.5636,298.07,82
866.584,299.54,314
868.5782,301.08,3718
868.6089,301.03,9892
868.6191,301.19,6212
869.5813,301.62,961
869.5915,301.38,4352
869.6017,301.28,5528
869.612,301.27,4486
869.6222,302.31,2572
870.5747,302.24,7361
870.6873,305.04,47468
870.6976,304.88,31226
870.7078,304.51,19638
871.5789,302.38,5151
872.5939,302.5,8142
872.676,307.55,46685
873.5685,303.78,22102
873.5788,303.8,50783
873.5993,303.72,59499
873.6095,303.64,50255
873.6198,303.54,42806
873.6301,303.63,34290
873.6403,303.79,25505
873.6608,304.82,12208
874.5744,303.92,13715
874.5847,303.89,26877
874.595,303.92,31911
874.6052,303.91,27848
877.5854,301.69,1106
877.606,302.38,3622
877.6163,302.25,3157
877.6266,302.38,2261
878.5216,298.06,27
878.604,302.89,2363
878.6142,303.28,4014
146.974,320.65,28
821.6594,299.79,88
831.6918,301.47,1439
832.6833,301.41,1255
837.5997,298.74,23
837.6097,298.8,29
843.7,302.92,11510
847.3344,298.9,115
847.3647,298.64,114
847.3748,298.93,44
848.0217,298.39,118
848.0521,299.45,168
848.0723,298.73,71
848.0824,299.15,74
848.1633,299.57,86
848.1835,299.4,51
848.3251,298.93,76
848.3453,299.56,23
848.4566,299.51,85
848.4667,299.2,69
848.497,300.2,65
848.5071,299.27,96
848.76,299.26,240
848.7701,298.83,95
848.7802,299.12,21
848.8004,298.82,42
848.8106,299.09,82
848.8611,298.81,58
849.7009,300.53,980
849.7212,300.63,561
849.7313,300.31,441
849.7414,300.43,284
850.5411,301.78,119
850.6728,300.98,574
850.6829,301.19,378
850.693,300.54,204
850.7032,300.54,167
852.6486,300.3,440
853.5815,301.42,590
853.6424,300.41,742
854.5759,300.56,127
855.581,300.5,534
855.5911,300.65,1386
855.6622,302.45,1670
856.668,302.18,1362
857.5523,300.69,236
859.6073,301.36,1238
860.6764,305.98,539
866.5943,298.81,95
868.6294,301.27,3458
870.5644,302.3,2956
870.7181,304.01,13620
870.7283,303.58,9888
870.7386,303.16,7591
870.7488,302.95,5774
871.5584,302.86,1704
871.5686,302.6,2702
871.7019,307.52,67642
871.7121,307.46,41404
872.5836,302.96,3234
872.6862,307.67,50502
873.5582,303.77,5491
873.6506,304.05,17677
874.6155,303.89,21885
874.6258,303.98,16362
874.636,304.44,12377
875.581,303.83,5512
875.5912,304.01,8824
875.6015,304.11,9925
877.6368,302.14,1242
877.6471,301.98,553
878.5937,302.76,809
878.6245,303.29,3680
878.6348,303.27,2147
796.5755,302.09,387
796.5853,302.67,366
831.7018,301.99,184
832.6933,301.13,165
833.6754,301.7,437
837.5896,300.04,28
843.7101,303.0,5748
847.4051,299.13,67
848.2644,299.54,25
848.4262,299.43,86
849.0634,299.57,23
849.5086,299.75,46
849.7515,300.42,205
849.7617,300.12,105
849.7718,299.55,0
849.7819,299.55,21
850.7133,300.36,99
851.5641,300.63,264
851.6452,301.1,494
854.6774,300.38,251
855.5708,300.63,122
858.5693,299.5,23
859.5869,300.37,137
859.5971,301.67,680
860.6153,301.63,414
861.6036,301.67,84
868.6396,301.53,1551
869.6324,306.49,5250
869.6632,306.67,114666
870.5439,302.36,1060
870.5542,302.09,1825
870.7591,302.81,4706
870.7693,302.81,3203
870.7795,302.72,1936
871.7224,307.32,23165
871.7326,307.03,12695
871.7429,306.59,6856
871.7531,306.0,3939
871.7634,305.21,2440
871.7736,305.17,1550
872.5529,301.57,314
872.6965,307.71,39377
873.6711,306.24,11572
873.6814,307.33,15201
873.6916,307.68,14177
874.5642,303.91,3734
874.6463,305.73,8649
874.6566,306.65,6620
874.6668,307.05,5665
875.5707,303.8,1731
875.6118,304.22,8225
875.622,304.26,6208
877.6574,301.73,317
878.6451,303.42,820
878.6554,302.75,295
879.6128,302.94,778
879.6231,303.83,1012
118.9755,329.8,28
143.9924,323.78,43
750.4438,301.07,25
796.5657,302.26,304
796.5951,302.83,242
797.5851,301.6,139
829.6604,306.77,1004
843.7201,302.89,3067
843.7302,302.96,1572
850.7234,300.87,21
850.7335,300.36,100
851.6553,301.36,151
855.6724,302.49,465
856.6781,301.82,356
858.5591,300.39,27
860.6051,300.78,215
860.6255,305.85,758
860.6357,306.66,1415
868.568,301.1,186
868.6498,302.08,270
869.6427,306.84,27296
869.6529,306.76,77729
869.6734,306.63,106602
870.5234,302.45,514
870.7898,302.78,1549
870.8,302.8,1162
870.8103,302.58,979
870.8205,302.95,838
870.8308,302.53,665
870.841,302.13,593
870.8615,302.27,344
870.9742,303.45,126
871.4969,301.95,296
871.5071,301.33,382
871.5174,302.23,259
871.5276,302.97,456
871.5379,302.48,590
871.5481,302.51,806
871.7839,304.54,1026
871.7941,303.68,945
871.8044,303.23,889
871.8146,303.19,688
871.8249,302.51,657
871.8351,302.71,473
871.8454,302.43,530
871.9171,302.88,187
872.5631,302.35,614
872.5734,302.93,1228
872.7067,307.73,25724
872.717,307.71,15340
872.7272,307.6,8215
872.8196,302.24,45
873.548,304.08,1078
873.7019,307.78,11009
873.7122,307.83,6743
874.6771,307.44,4669
874.6874,307.82,4267
875.6323,304.47,3891
875.6426,305.41,2777
875.6529,307.18,2410
876.588,304.08,1467
876.5983,304.05,2408
